Gene	5 prime intergenic length	Motif count	Motif positions(plus strand)	Motif positions(minus strand)
PMAA_065400	1645	6	-232,-395,-790	-17,-981,-1633
PMAA_066210	2500	9	-87,-264,-702,-1857,-2253,-2399	-46,-411,-1412
PMAA_100500	183	3	-152	-86,-95
PMAA_066810	1504	7	-416,-905	-52,-396,-666,-824,-877
PMAA_008250	1141	4	-221,-355	-225,-527
PMAA_034220	524	3	-382,-508,-522	
PMAA_007750	2500	18	-491,-946,-1081,-1704,-1761,-1826,-2474	-64,-571,-659,-892,-1030,-1368,-1497,-1551,-1941,-2186,-2292
PMAA_007200	1146	4	-1008,-1039,-1102	-319
PMAA_068320	881	2	-718	-165
PMAA_088240	985	1	-68	
PMAA_040010	2328	5		-1326,-1403,-1529,-1817,-2167
PMAA_074640	2500	2	-2080	-1069
PMAA_029040	127	1	-125	
PMAA_065540	836	2	-228	-15
PMAA_084590	500	1		-250
PMAA_048980	152	1		-132
PMAA_021840	528	1	-462	
PMAA_097730	790	4	-143,-450,-699	-23
PMAA_097080	465	2	-385,-461	
PMAA_046580	1314	5	-231	-14,-701,-712,-1279
PMAA_094280	747	6	-81,-266,-277,-299	-69,-692
PMAA_098700	2500	5	-627,-917,-2017	-1199,-1232
PMAA_022810	706	3		-351,-386,-678
PMAA_041540	1019	3	-34,-1000	-750
PMAA_039960	541	1		-366
PMAA_013650	1002	6		-45,-62,-80,-90,-428,-789
PMAA_088790	770	6	-438,-586,-644,-725	-677,-685
PMAA_088060	1618	7	-1041,-1517,-1580	-638,-793,-1196,-1421
PMAA_084620	357	1		-99
PMAA_065890	129	1	-112	
PMAA_042070	150	4	-68,-93	-54,-92
PMAA_066330	1405	2	-1065,-1086	
PMAA_095770	513	3	-332,-454	-62
PMAA_099250	531	2	-30,-116	
PMAA_046760	888	3	-776	-327,-414
PMAA_097880	1088	8	-296,-420,-427,-991	-195,-687,-750,-804
PMAA_097550	344	1	-148	
PMAA_070180	1083	5	-102,-172,-313,-707,-728	
PMAA_053030	538	1	-327	
PMAA_086990	745	2	-271	-77
PMAA_056040	210	3	-90	-93,-106
PMAA_053740	218	2	-100	-78
PMAA_071580	339	4	-37,-68	-22,-66
PMAA_076120	2500	10	-799,-1139,-1628,-1636	-84,-339,-421,-1564,-1610,-2201
PMAA_013470	477	2	-416	-162
PMAA_058910	473	2	-286,-459	
PMAA_020190	966	12	-65,-89,-361,-506,-609,-923,-942	-67,-301,-384,-432,-696
PMAA_079350	166	1		-20
PMAA_095480	575	3	-498	-40,-202
PMAA_051890	1394	4	-554,-1026	-135,-1134
PMAA_075110	953	1		-587
PMAA_045750	2466	22	-28,-397,-428,-643,-870,-924,-1175,-1423,-1734,-2211	-401,-461,-575,-857,-877,-1099,-1232,-1609,-1706,-1743,-1818,-2374
PMAA_067360	2500	11	-715,-986,-1198,-1605	-231,-276,-781,-891,-1433,-1963,-2080
PMAA_002600	433	1	-122	
PMAA_025500	571	2	-405	-298
PMAA_070980	2500	9	-350,-743,-1939,-1975	-616,-726,-1851,-1890,-2483
PMAA_001750	217	1		-60
PMAA_036880	2500	11	-644,-817,-1025,-1643,-2409	-208,-227,-286,-802,-815,-834
PMAA_058440	345	2	-105	-305
PMAA_080060	195	2	-83	-99
PMAA_071630	159	1		-91
PMAA_008370	1076	8	-244,-465,-482,-640,-861,-1075	-903,-999
PMAA_000800	455	1		-253
PMAA_005830	262	1		-57
PMAA_027440	489	1	-425	
PMAA_034130	759	3	-264	-274,-531
PMAA_042460	2500	10	-8,-220,-1428,-1738,-2003,-2286	-127,-1034,-2459,-2484
PMAA_067020	397	1		-288
PMAA_038150	185	2	-139	-20
PMAA_026140	809	1		-618
PMAA_021660	2432	6	-950,-1442,-2089,-2225	-447,-568
PMAA_072580	610	2	-172,-541	
PMAA_091070	741	5	-308	-63,-385,-404,-513
PMAA_085870	400	3	-246	-7,-31
PMAA_030300	623	3		-81,-106,-355
PMAA_020820	600	6	-237,-394	-90,-279,-335,-427
PMAA_020390	1410	4	-318,-694,-1191	-720
PMAA_016070	1237	7	-277,-852	-354,-483,-537,-709,-1073
PMAA_093500	2500	10	-895,-1143,-1183,-1236,-1468	-1046,-1189,-1265,-1300,-2212
PMAA_033340	1340	3		-728,-777,-915
PMAA_057930	672	4	-34	-178,-480,-542
PMAA_067790	2500	7	-218,-619,-1318,-2393	-940,-2298,-2330
PMAA_040530	1607	9	-230,-262,-279,-344	-523,-601,-610,-1066,-1418
PMAA_029700	1196	4	-339,-735,-901,-1155	
PMAA_002870	1113	8	-40,-332,-424,-907	-107,-731,-855,-871
PMAA_054910	1427	9	-335,-794,-852,-1422	-161,-203,-449,-459,-528
PMAA_091250	307	2	-54,-122	
PMAA_073450	381	3	-101	-125,-268
PMAA_080620	1962	12	-196,-1129,-1313,-1444,-1663,-1684	-565,-582,-962,-1426,-1515,-1941
PMAA_080330	210	1	-133	
PMAA_043840	1658	4		-274,-932,-1169,-1506
PMAA_074550	768	6	-424,-616	-222,-286,-550,-717
PMAA_003700	275	1	-198	
PMAA_049770	939	5	-14	-355,-802,-810,-909
PMAA_084830	1744	8	-127,-319,-606,-664,-851,-1193,-1606	-584
PMAA_049800	1199	3		-148,-696,-821
PMAA_071960	1593	13	-586,-1161,-1426	-44,-79,-108,-386,-426,-499,-1042,-1254,-1335,-1385
PMAA_069270	2067	5	-640,-1421,-2020	-247,-260
PMAA_040290	76	1	-37	
PMAA_082660	452	4	-183,-205,-255	-385
PMAA_045110	900	3		-482,-687,-800
PMAA_066770	160	1		-72
PMAA_073180	375	3	-292	-226,-359
PMAA_020530	1726	4	-373,-1374,-1445	-644
PMAA_050520	781	5	-115	-64,-513,-601,-725
PMAA_073670	2500	13	-1345,-1635,-1664,-1924,-2067,-2094,-2134,-2240	-3,-1109,-1127,-1860,-2150
PMAA_039680	1277	4	-33,-358	-170,-703
PMAA_068910	1064	4	-86	-847,-860,-967
PMAA_009750	762	3	-221	-183,-597
PMAA_102270	2500	8	-236,-369,-667,-955,-973,-1741	-1116,-2137
PMAA_062450	382	1	-143	
PMAA_049110	1156	5		-258,-311,-379,-702,-1053
PMAA_023340	1103	1	-150	
PMAA_035840	2500	10	-375,-613,-924,-1132,-1767	-120,-159,-889,-1589,-2031
PMAA_092630	574	1		-267
PMAA_102090	2029	7	-1427,-1875,-1965	-111,-292,-601,-1223
PMAA_036790	706	1	-111	
PMAA_096700	1233	4		-13,-637,-1092,-1098
PMAA_031160	505	3	-277,-283	-125
PMAA_052510	2037	3	-1259	-327,-1287
PMAA_051300	1112	7	-120,-338	-250,-259,-642,-768,-954
PMAA_092750	348	1	-50	
PMAA_078980	202	3	-172	-53,-193
PMAA_025460	199	1	-102	
PMAA_054770	1116	3	-27,-349	-62
PMAA_017140	340	1	-229	
PMAA_010810	2500	7	-77,-1865	-702,-783,-1100,-1595,-2159
PMAA_070210	2500	8	-156,-430,-486,-545,-2025,-2124	-193,-972
PMAA_086740	827	5	-542,-564,-789	-93,-658
PMAA_097490	1407	4	-270,-752,-1184	-1146
PMAA_062040	599	1	-457	
PMAA_018450	1781	7	-245,-697,-1525,-1673	-358,-1095,-1447
PMAA_082880	1467	4	-634,-703,-734	-354
PMAA_084450	373	2		-11,-28
PMAA_042260	321	1	-240	
PMAA_078180	147	2		-17,-103
PMAA_046970	1418	6	-24,-755,-1283	-426,-1081,-1318
PMAA_070370	626	2		-184,-406
PMAA_064120	2042	3	-80,-612,-1912	
PMAA_060320	181	1		-126
PMAA_076910	2500	12	-553,-647,-959,-1081,-1128,-1604	-610,-797,-839,-880,-1042,-1953
PMAA_008000	2254	5	-164,-231,-484	-1724,-2187
PMAA_083100	2500	10	-341,-1529,-1672,-1788	-193,-768,-1290,-1497,-1595,-2139
PMAA_019490	2412	7	-943,-1385,-1421,-1430,-1704	-806,-1443
PMAA_062870	1113	7	-1028,-1040	-146,-156,-208,-437,-499
PMAA_067800	2500	6	-694,-726,-2084	-631,-1706,-2405
PMAA_075650	2500	5	-1976,-2490	-1105,-1294,-1774
PMAA_038970	314	1		-219
PMAA_100330	1195	5	-664,-1168,-1186	-510,-846
PMAA_041010	843	6	-8,-129,-432	-282,-386,-395
PMAA_000780	2500	9	-197,-962,-2164,-2207,-2231	-1661,-1864,-2178,-2476
PMAA_024220	401	1	-379	
PMAA_093080	818	6	-729	-108,-136,-252,-374,-484
PMAA_098060	521	5	-345,-512	-79,-168,-421
PMAA_085050	1990	5	-533,-1588,-1924	-819,-1068
PMAA_014440	1340	2	-364,-1214	
PMAA_081210	1535	7	-1095,-1444	-199,-399,-435,-569,-1213
PMAA_026020	1471	9	-214,-539,-549,-559,-641	-196,-237,-580,-1286
PMAA_102060	435	1		-217
PMAA_037950	418	4	-124,-341	-54,-259
PMAA_022250	2500	7	-291,-1674,-2214	-984,-1057,-1396,-2389
PMAA_022700	2500	4	-1644,-2264	-85,-481
PMAA_021470	312	1		-197
PMAA_024620	1833	1	-446	
PMAA_097940	865	4	-333,-568	-450,-830
PMAA_046390	130	1		-103
PMAA_029490	2500	7	-2194	-10,-638,-999,-1664,-1780,-1828
PMAA_087900	424	1		-52
PMAA_026840	713	3	-191,-354	-675
PMAA_012240	321	1	-153	
PMAA_093880	933	2	-787	-736
PMAA_063470	638	4	-132,-520	-347,-464
PMAA_056210	2007	2		-453,-995
PMAA_085940	2413	12	-65,-607,-1273,-1659,-1702,-1724,-1986	-195,-454,-1534,-2234,-2308
PMAA_071350	674	3		-90,-282,-337
PMAA_074180	1327	5	-312,-905	-143,-292,-467
PMAA_079160	1182	5	-24,-623	-56,-166,-905
PMAA_047370	1285	6	-151,-183,-253,-689	-347,-867
PMAA_045520	2021	12	-323,-377,-541,-1086,-1321,-1383,-1558	-586,-948,-1095,-1344,-1883
PMAA_026430	746	4	-553,-576	-377,-468
PMAA_046020	322	1		-209
PMAA_001320	709	4	-75,-101,-479	-18
PMAA_037430	215	1		-158
PMAA_084720	374	4	-267	-67,-222,-232
PMAA_007410	1593	8	-148,-1004,-1039,-1500	-318,-955,-1220,-1454
PMAA_080100	339	2		-50,-299
PMAA_043610	617	3	-257,-429	-171
PMAA_039510	769	2	-490	-177
PMAA_088470	1255	5	-49,-775,-809	-36,-558
PMAA_071130	1005	4	-786	-182,-269,-369
PMAA_050410	883	2	-607	-680
PMAA_079290	141	1		-101
PMAA_099620	585	5	-189,-196	-20,-27,-270
PMAA_077190	750	4	-228	-97,-120,-382
PMAA_101460	302	4	-120,-235,-251	-33
PMAA_030820	597	4	-101	-190,-496,-517
PMAA_091500	862	3	-160	-336,-429
PMAA_030790	1185	7	-283,-884	-45,-282,-416,-554,-574
PMAA_020700	988	2	-888,-982	
PMAA_073860	434	4	-111,-331,-376	-111
PMAA_098930	1661	7	-556,-752	-105,-134,-175,-1004,-1102
PMAA_053480	107	2	-43	-42
PMAA_063000	619	3	-13,-301,-499	
PMAA_094270	221	1	-61	
PMAA_094940	2077	19	-387,-502,-556,-1113,-1344,-1404,-1522,-1855	-100,-220,-275,-440,-455,-772,-848,-926,-1215,-1594,-1812
PMAA_013040	1995	9	-819,-890,-1333,-1458,-1523,-1582,-1860	-1791,-1801
PMAA_095540	2500	13	-88,-208,-436,-1196,-1205,-1454,-1481,-1632,-2462	-55,-785,-1337,-1638
PMAA_051930	1892	6	-783,-1245,-1312,-1487,-1867	-1189
PMAA_057030	468	3	-366,-424	-34
PMAA_030170	731	6	-195	-26,-36,-178,-392,-426
PMAA_017250	315	3	-310	-5,-176
PMAA_035670	2470	11	-839,-961,-1226,-2024	-561,-785,-855,-1154,-1208,-1224,-1966
PMAA_101200	1723	5	-976,-1016	-1146,-1501,-1547
PMAA_051230	873	2		-14,-166
PMAA_039160	336	2	-296	-75
PMAA_096930	618	4	-55,-62,-426,-543	
PMAA_053260	2500	12	-555,-1002,-1330,-2416,-2444,-2462	-353,-1351,-1397,-1745,-1935,-2273
PMAA_028620	856	2	-267,-360	
PMAA_084330	637	4	-335	-45,-230,-268
PMAA_079830	839	2	-253	-299
PMAA_004800	2500	8	-1143,-1207,-1609,-2267	-1205,-1676,-1718,-2443
PMAA_050680	1769	3	-135	-968,-1630
PMAA_017020	655	2	-202,-622	
PMAA_075320	649	2	-125	-608
PMAA_072110	1381	10	-885,-895,-993,-1033,-1282,-1292,-1338	-325,-696,-1317
PMAA_080810	1264	6	-1119	-48,-136,-414,-885,-1256
PMAA_078400	395	1	-282	
PMAA_053400	1247	5	-118,-246	-116,-616,-1235
PMAA_010660	634	4		-58,-295,-348,-490
PMAA_073240	617	3	-185	-3,-439
PMAA_003470	532	1		-71
PMAA_053150	236	2		-145,-151
PMAA_009320	2500	11	-774,-805,-1242,-1303,-1744,-2400	-338,-427,-1397,-2142,-2418
PMAA_059350	922	2	-179,-726	
PMAA_014710	892	3	-189	-245,-676
PMAA_018840	336	1	-295	
PMAA_049340	2500	7	-599,-1510,-2145,-2397	-368,-1722,-2484
PMAA_006950	1241	12	-208,-390,-536,-552,-1146	0,-501,-782,-856,-914,-1086,-1173
PMAA_016970	1301	6	-588,-924,-1059	-661,-1187,-1289
PMAA_094360	2186	6	-1377,-2000	-49,-301,-395,-1164
PMAA_010480	655	4	-126	-183,-501,-625
PMAA_069250	1049	5	-335,-954	-711,-735,-799
PMAA_063910	1310	3	-331,-533	-911
PMAA_055160	2500	9	-853,-916,-2339,-2400,-2413	-59,-1070,-1713,-2197
PMAA_036320	2500	14	-211,-311,-572,-913,-1067,-1131,-1478	-310,-723,-1072,-1241,-1459,-1726,-1818
PMAA_093710	191	1		-105
PMAA_067580	833	2	-181	-209
PMAA_016600	584	2		-45,-240
PMAA_029930	245	2		-8,-107
PMAA_017590	554	2	-499	-125
PMAA_089020	2500	8	-1705,-2065	-134,-795,-907,-1229,-2109,-2348
PMAA_089790	894	3	-191	-122,-274
PMAA_083260	830	3	-576	-296,-771
PMAA_085260	182	2	-158	-139
PMAA_041830	2328	8	-642,-648,-656,-2291	-38,-47,-1238,-1794
PMAA_023620	1630	4		-134,-1027,-1086,-1140
PMAA_011530	2500	7	-1776,-2363	-66,-158,-884,-1094,-1218
PMAA_055300	2500	10	-302,-1492,-2386	-39,-84,-339,-676,-684,-725,-872
PMAA_011280	1070	1		-666
PMAA_047610	977	3	-774	-471,-576
PMAA_002290	757	1		-738
PMAA_040640	753	4	-496,-669,-745	-448
PMAA_074210	761	5	-241,-354,-381,-627	-192
PMAA_087680	383	2	-337	-211
PMAA_048430	2500	8	-1674,-1682	-8,-286,-366,-376,-1860,-2452
PMAA_087170	522	2	-122	-440
PMAA_045530	2021	12	-138,-677,-926,-1073,-1435	-463,-638,-700,-935,-1480,-1644,-1698
PMAA_048340	691	1	-388	
PMAA_066180	278	1	-230	
PMAA_016130	1511	9	-129,-868	-35,-442,-460,-526,-643,-847,-1370
PMAA_044700	847	2	-744	-632
PMAA_089240	577	4	-20,-454	-45,-155
PMAA_017970	603	4	-99,-159	-21,-298
PMAA_085190	253	1		-212
PMAA_063640	370	3	-170,-194	-90
PMAA_050870	1756	6	-1185	-683,-838,-895,-1032,-1451
PMAA_068690	581	8	-259,-267,-274,-423,-444	-153,-194,-388
PMAA_011840	2500	6	-1294,-2007	-134,-298,-592,-2127
PMAA_018660	620	1		-46
PMAA_081680	538	1	-456	
PMAA_065420	1240	6	-168,-550,-965,-1081,-1198	-53
PMAA_002000	267	2	-221,-252	
PMAA_015190	1936	8	-1740,-1802	-396,-859,-936,-1134,-1161,-1867
PMAA_022440	463	1	-452	
PMAA_019820	2375	9	-281,-384,-543,-550,-692,-1873	-161,-606,-1976
PMAA_059050	292	1		-92
PMAA_019390	1529	5	-1346	-569,-1051,-1140,-1401
PMAA_100520	769	1	-63	
PMAA_061510	1106	1	-946	
PMAA_049420	1446	7	-1075,-1119,-1223,-1349	-333,-453,-1336
PMAA_008270	953	2	-101	-188
PMAA_007770	2500	11	-348,-1374,-1746,-2141,-2375	-71,-330,-1049,-1118,-1380,-2390
PMAA_078520	2165	5	-593,-772,-804,-879	-1376
PMAA_034240	2500	11	-82,-133,-483,-2230,-2326	-20,-375,-558,-1774,-1926,-2396
PMAA_068340	2500	5	-1041,-2285	-33,-410,-1516
PMAA_003060	886	3	-488	-488,-495
PMAA_025490	879	2		-58,-865
PMAA_036500	324	3	-115,-135	-101
PMAA_052300	473	3	-224,-452	-143
PMAA_052650	165	4	-107,-155	-13,-111
PMAA_065520	669	3	-428,-578	-614
PMAA_016080	194	1		-182
PMAA_006930	2292	5	-156,-1264	-32,-1891,-1928
PMAA_049930	2500	15	-334,-908,-1179,-2037,-2326	-423,-504,-543,-1195,-1303,-1668,-1729,-1864,-2189,-2324
PMAA_021860	659	4	-476	-388,-448,-507
PMAA_004670	1291	2	-943,-1073	
PMAA_100780	2500	4		-499,-1474,-1671,-2282
PMAA_017230	2500	5	-255,-268,-589,-1610	-785
PMAA_086550	304	2	-164,-226	
PMAA_086220	662	2	-122,-350	
PMAA_039980	996	3	-471	-341,-353
PMAA_098720	1985	7	-457,-576,-1509	-391,-989,-1259,-1270
PMAA_081020	2084	7	-45,-1116	-109,-407,-1097,-1114,-1996
PMAA_088040	955	4	-234	-460,-480,-870
PMAA_013670	1275	4	-147,-766,-1259	-623
PMAA_074720	878	2	-90,-656	
PMAA_058890	1476	4	-146	-428,-509,-1453
PMAA_029320	1543	7	-168,-257,-892	-36,-332,-537,-586
PMAA_019530	282	1	-276	
PMAA_042010	1035	9	-619,-918	-60,-70,-84,-303,-832,-898,-927
PMAA_062990	2139	11	-1204,-1254	-21,-219,-332,-366,-603,-1059,-1207,-1383,-1465
PMAA_046700	2406	10	-543,-959,-972,-1418	-182,-447,-933,-988,-1168,-1681
PMAA_004500	216	2		-83,-208
PMAA_015500	2500	13	-814,-1278,-1892,-1913,-2140,-2438	-59,-81,-462,-512,-1215,-2230,-2438
PMAA_013900	302	1		-276
PMAA_014480	603	1		-519
PMAA_013450	2107	10	-379,-414,-866,-1254	-965,-1374,-1461,-1673,-1719,-1729
PMAA_076100	213	2	-206	-82
PMAA_079330	933	3		-77,-267,-644
PMAA_067340	258	3	-201	-58,-142
PMAA_021390	2500	10	-183,-370,-1174,-1231,-1315,-1514	-262,-553,-1714,-2047
PMAA_064920	719	3	-623	-140,-420
PMAA_064690	480	3	-292	-122,-298
PMAA_041650	645	1		-79
PMAA_014640	1021	3	-159,-382	-403
PMAA_076570	212	3	-159	-92,-129
PMAA_008740	1255	3	-385,-598	-373
PMAA_061530	611	1	-586	
PMAA_061960	2500	8	-185,-472,-511,-592,-1104	-819,-1023,-1311
PMAA_067000	529	2	-287,-362	
PMAA_021130	1186	2		-95,-316
PMAA_038170	944	6	-307,-895	-102,-129,-172,-339
PMAA_077260	759	4	-481,-607	-18,-186
PMAA_021640	459	3		-122,-276,-377
PMAA_012500	2060	8	-1505,-2028	-1,-979,-1161,-1219,-1908,-2041
PMAA_101070	425	2	-356	-314
PMAA_006720	1586	10	-35,-247,-1401,-1422,-1431	-316,-750,-1022,-1493,-1553
PMAA_030360	441	3	-6,-125	-334
PMAA_085850	436	2	-282,-417	
PMAA_094000	296	1		-68
PMAA_053010	684	2	-134,-629	
PMAA_020400	1410	4	-690	-219,-716,-1092
PMAA_058790	630	2		-500,-510
PMAA_093520	676	1	-289	
PMAA_057770	822	3	-330	-651,-717
PMAA_057950	1015	6	-621,-649,-830,-869	-25,-80
PMAA_023180	298	1		-166
PMAA_006370	924	2	-573	-169
PMAA_017360	1376	5	-885,-1084	-1034,-1128,-1254
PMAA_029720	684	4	-524,-586	-9,-435
PMAA_066430	172	1	-146	
PMAA_073470	2500	5	-2436	-819,-2007,-2047,-2092
PMAA_026100	185	1	-38	
PMAA_005810	601	1	-546	
PMAA_009510	512	2	-115,-153	
PMAA_000860	1146	5	-345,-371,-387	-189,-792
PMAA_041800	323	1	-166	
PMAA_072300	414	1	-14	
PMAA_071900	2201	15	-509,-594,-1318,-1579,-1975	-365,-743,-908,-925,-943,-954,-1074,-1081,-1469,-1627
PMAA_082640	1132	1		-261
PMAA_008920	898	5	-735,-752	-388,-407,-611
PMAA_101690	759	3		-132,-428,-749
PMAA_045130	699	4	-26,-365,-375	-344
PMAA_030580	962	5	-225,-713	-113,-729,-844
PMAA_036510	632	3	-360	-313,-431
PMAA_066750	1633	2	-223,-448	
PMAA_049280	524	2	-383	-69
PMAA_092380	1151	4	-373,-683	-234,-846
PMAA_073650	513	2	-105,-282	
PMAA_102250	1836	5	-1659	-25,-186,-409,-1467
PMAA_096540	243	2	-143	-126
PMAA_037800	354	3		-60,-273,-309
PMAA_031360	227	1		-131
PMAA_096890	1697	12	-1087,-1378,-1637,-1644,-1651,-1658,-1672	-618,-883,-1201,-1249,-1308
PMAA_032320	412	2		-304,-340
PMAA_037750	1028	3	-475,-600	-190
PMAA_062430	381	3	-127	-68,-187
PMAA_032980	781	3	-240,-463	-261
PMAA_090870	2273	5	-544,-1730	-819,-1273,-1309
PMAA_035530	175	1	-137	
PMAA_006200	410	2	-283	-134
PMAA_092650	457	1	-226	
PMAA_005760	413	2	-239,-290	
PMAA_022390	1178	5	-267,-612,-1123	-219,-1083
PMAA_031180	587	1		-138
PMAA_025930	1129	1	-830	
PMAA_096090	2102	10	-371,-786,-1244,-1456,-1999	-14,-240,-408,-1021,-1415
PMAA_096760	2446	8	-58,-769,-2364,-2374,-2442	-767,-1811,-1837
PMAA_083660	857	2	-17	-450
PMAA_049750	2500	6	-992,-1788,-1810	-831,-1198,-1664
PMAA_058240	955	4	-632	-129,-487,-649
PMAA_101170	644	3	-278	0,-346
PMAA_052820	312	2	-6,-271	
PMAA_032180	2500	8	-365,-402,-432,-1324	-220,-603,-1601,-2432
PMAA_052530	592	1		-184
PMAA_064270	594	5	-116,-257,-466,-563	-385
PMAA_087540	1728	4	-223,-1220,-1584	-415
PMAA_051320	890	3	-723	-423,-610
PMAA_078210	594	4		-36,-113,-238,-519
PMAA_035020	172	1	-123	
PMAA_010340	2251	6	-1118,-1621,-2246	-1370,-1383,-1660
PMAA_092730	663	4	-317,-350,-501	-396
PMAA_089490	2500	9	-1394,-1640,-1667	-420,-922,-1066,-1179,-1401,-2398
PMAA_086760	537	1		-75
PMAA_042990	2500	12	-601,-1139,-1451,-2399	-625,-826,-974,-1140,-1224,-1756,-1774,-1916
PMAA_014100	240	1	-232	
PMAA_052320	2500	10	-230,-474,-783,-1025,-1283,-2169,-2337	-379,-642,-1601
PMAA_070230	395	4	-157,-313	-2,-64
PMAA_044550	1751	7	-279,-822,-1381,-1522	-265,-494,-624
PMAA_055410	1331	7	-199,-338,-980,-1021	-105,-694,-896
PMAA_076680	793	1		-704
PMAA_049130	2240	7	-646,-744,-1898,-2073	-1028,-1574,-2191
PMAA_019700	206	1		-87
PMAA_042240	384	1		-25
PMAA_061160	1180	5	-350,-455,-819	-313,-536
PMAA_033050	687	5	-213,-220,-437	-164,-170
PMAA_046950	1218	4	-34,-971,-1137	-838
PMAA_044370	187	1		-96
PMAA_002680	1580	7	-140,-413,-1217,-1427	-56,-212,-613
PMAA_097380	2500	4	-471,-1347	-1505,-2037
PMAA_075950	747	1	-145	
PMAA_023890	681	3	-366,-457	-437
PMAA_064100	554	1	-480	
PMAA_012880	685	3	-62	-206,-228
PMAA_031590	1613	6	-39,-99	-328,-648,-868,-902
PMAA_008060	1300	10	-152,-170,-270,-452,-1260,-1298	-576,-617,-899,-1069
PMAA_068590	1114	7	-267,-860,-951	-252,-276,-468,-577
PMAA_076970	980	5		-31,-59,-115,-254,-465
PMAA_062850	870	7	-87,-228,-317,-331,-856	-277,-539
PMAA_100640	1009	6	-145	-177,-551,-618,-764,-861
PMAA_033580	2500	9	-243,-475,-667,-1343,-1847	-598,-680,-735,-1354
PMAA_100310	45	1	-42	
PMAA_022710	2500	8	-317,-346,-1299	-385,-741,-1360,-1781,-2401
PMAA_026350	265	1		-15
PMAA_091830	2500	9	-1682,-2345,-2423	-72,-454,-672,-901,-1468,-1805
PMAA_093060	1324	7	-218,-389,-476,-1230	-183,-1167,-1241
PMAA_085030	598	4	-591	-49,-205,-400
PMAA_043260	942	3	-474,-505	-935
PMAA_036420	432	2	-43	-180
PMAA_098000	1153	4	-557,-779	-118,-812
PMAA_081230	1078	5	-345,-406,-766,-884,-975	
PMAA_022270	2500	7	-798,-977,-1678	-1052,-2156,-2202,-2324
PMAA_040070	246	1		0
PMAA_025560	304	1	-229	
PMAA_097960	1123	6	-601	-58,-493,-636,-713,-736
PMAA_047010	365	1		-68
PMAA_087960	1883	6	-617,-1301,-1316,-1679	-222,-841
PMAA_045730	1020	1	-285	
PMAA_036980	1748	4	-574,-668,-1559,-1591	
PMAA_012260	521	1		-331
PMAA_056230	2500	13	-421,-1320,-1344,-2003,-2222,-2233,-2325,-2373	-380,-705,-1269,-1603,-1679
PMAA_034580	761	3	-357,-756	-118
PMAA_071330	806	7	-476,-560	-140,-202,-568,-579,-725
PMAA_004130	463	2	-61,-428	
PMAA_082130	2500	10	-438,-450,-490,-1122,-1873	-120,-212,-253,-436,-1859
PMAA_001900	573	1	-465	
PMAA_079100	1820	9	-343,-944,-1565,-1785	-521,-530,-1060,-1183,-1543
PMAA_089670	192	2	-141	-103
PMAA_070820	714	2	-329,-340	
PMAA_024160	719	1		-378
PMAA_041070	1469	6		-28,-322,-358,-590,-838,-1251
PMAA_080120	2500	9	-364,-490	-29,-181,-335,-347,-636,-1231,-1312
PMAA_039530	799	6	-8,-110,-471,-494	-117,-577
PMAA_034720	534	2	-200	-33
PMAA_007430	1867	11	-352,-1684,-1721	-297,-506,-518,-534,-1040,-1060,-1125,-1419
PMAA_043670	782	4	-497	-37,-458,-555
PMAA_071480	2500	16	-421,-615,-650,-679,-1482,-1973,-2159	-183,-339,-518,-724,-928,-971,-2198,-2445,-2466
PMAA_088450	706	5	-169,-182	-30,-395,-528
PMAA_096530	243	2	-117	-100
PMAA_041710	2500	10	-40,-381,-1151,-1927	-229,-838,-998,-1197,-1237,-2298
PMAA_090260	2500	1	-527	
PMAA_099600	247	4	-204,-224	-17,-45
PMAA_099350	305	7	-43,-49,-73,-166,-177,-186	-116
PMAA_030770	449	1	-399	
PMAA_064540	560	3	-146,-176	-186
PMAA_030800	1185	7	-611,-631,-769,-903,-1140	-301,-902
PMAA_101190	2500	13	-141,-279,-466,-1153,-1606,-1656,-2137	-435,-770,-1611,-1833,-2093,-2313
PMAA_020720	968	3	-916	-463,-833
PMAA_025700	1336	1		-157
PMAA_014500	764	2	-75,-249	
PMAA_098910	2500	14	-592,-820,-989,-1315,-2225,-2456	-757,-784,-1058,-1815,-2141,-2254,-2408,-2460
PMAA_053460	468	4	-402	-48,-147,-267
PMAA_058870	1000	2		-11,-292
PMAA_022580	1576	13	-30,-166,-269,-333,-773	-3,-207,-498,-563,-572,-1101,-1188,-1566
PMAA_063060	918	4	-10,-54,-232,-247	
PMAA_056490	315	2	-312	-86
PMAA_042960	953	1		-273
PMAA_028740	1311	6	-340,-351,-419,-1089	-349,-385
PMAA_013020	2500	11	-22,-372,-1187,-1285,-1687	-94,-171,-605,-798,-1023,-1985
PMAA_095030	1488	4	-77,-511,-1184	-227
PMAA_057540	330	1		-255
PMAA_095520	590	5	-257,-327,-556	-86,-354
PMAA_057010	457	1		-333
PMAA_051910	438	1	-260	
PMAA_072680	1642	9	-63,-142,-1374,-1442,-1452	-27,-908,-1114,-1481
PMAA_080780	2500	11	-1716	-133,-423,-1660,-1675,-1726,-1741,-1883,-2098,-2157,-2305
PMAA_087630	1269	4	-14	-275,-370,-950
PMAA_054890	551	5	-364,-530,-537	-300,-328
PMAA_023050	938	1	-100	
PMAA_028600	989	1		-953
PMAA_025600	731	6		-256,-409,-529,-551,-584,-639
PMAA_053200	998	4	-858,-985	-872,-886
