Gene	5 prime intergenic length	Motif occurences
PMAA_085790	3184	11
PMAA_053040	585	1
PMAA_094050	1444	4
PMAA_074760	1338	7
PMAA_057210	650	1
PMAA_057740	958	8
PMAA_090750	1741	4
PMAA_057960	151	1
PMAA_072080	1382	7
PMAA_079650	2313	4
PMAA_015420	580	1
PMAA_075240	1041	4
PMAA_001100	1155	2
PMAA_006100	1774	7
PMAA_029750	5943	10
PMAA_001450	2194	11
PMAA_016890	1103	5
PMAA_073930	350	3
PMAA_066460	3126	15
PMAA_043830	257	1
PMAA_020620	665	3
PMAA_009810	583	5
PMAA_000850	867	2
PMAA_072330	635	5
PMAA_029230	1861	5
PMAA_035720	175	2
PMAA_045160	385	3
PMAA_035090	845	6
PMAA_066720	1795	8
PMAA_039650	333	2
PMAA_020560	4806	15
PMAA_086850	2140	10
PMAA_075140	936	1
PMAA_102510	2369	5
PMAA_068940	3393	17
PMAA_037830	4867	8
PMAA_058740	227	1
PMAA_068100	1135	7
PMAA_031400	1266	6
PMAA_095980	1228	4
PMAA_102470	6405	4
PMAA_065280	374	4
PMAA_068050	236	2
PMAA_035890	406	1
PMAA_091400	1124	3
PMAA_090800	964	4
PMAA_066090	928	8
PMAA_022830	1937	8
PMAA_092660	1851	9
PMAA_003290	119	1
PMAA_026470	659	2
PMAA_070790	610	3
PMAA_028400	4866	23
PMAA_023480	226	1
PMAA_096750	2446	8
PMAA_049250	1838	9
PMAA_083320	205	1
PMAA_083630	902	3
PMAA_016820	1319	7
PMAA_062390	149	2
PMAA_035060	1265	2
PMAA_048070	851	5
PMAA_087530	698	2
PMAA_004640	2644	5
PMAA_051370	293	2
PMAA_002900	340	1
PMAA_026800	2003	4
PMAA_017200	1001	4
PMAA_069160	929	4
PMAA_009100	580	4
PMAA_004340	1069	4
PMAA_070240	1382	6
PMAA_044560	390	1
PMAA_029370	750	3
PMAA_094230	321	2
PMAA_037760	275	1
PMAA_001590	1054	4
PMAA_061150	1466	3
PMAA_100470	1078	3
PMAA_036260	414	1
PMAA_075960	550	1
PMAA_102650	2862	5
PMAA_069700	142	1
PMAA_085280	226	1
PMAA_036010	861	2
PMAA_060820	818	2
PMAA_008050	1067	3
PMAA_093130	251	1
PMAA_052870	839	2
PMAA_092980	2916	8
PMAA_026630	1606	8
PMAA_086660	192	1
PMAA_026320	690	1
PMAA_012050	4506	18
PMAA_093050	1324	7
PMAA_092830	252	1
PMAA_085000	2246	5
PMAA_006840	2632	5
PMAA_081240	289	3
PMAA_017520	1152	7
PMAA_047030	426	2
PMAA_015220	1900	10
PMAA_019970	1863	7
PMAA_004260	738	1
PMAA_019750	203	1
PMAA_087950	1687	6
PMAA_012230	2502	7
PMAA_012940	676	7
PMAA_045760	436	4
PMAA_007620	961	9
PMAA_007190	1930	12
PMAA_084310	2321	13
PMAA_039890	1715	7
PMAA_074150	712	3
PMAA_063420	686	4
PMAA_071300	763	2
PMAA_032710	879	7
PMAA_023550	354	1
PMAA_052290	473	3
PMAA_001930	1073	7
PMAA_023000	329	1
PMAA_056960	645	2
PMAA_029270	104	1
PMAA_070870	788	2
PMAA_024400	301	1
PMAA_015600	2801	11
PMAA_025520	240	1
PMAA_007440	1150	3
PMAA_043640	231	1
PMAA_088400	1434	4
PMAA_102780	1125	2
PMAA_084900	4952	17
PMAA_065700	472	7
PMAA_099360	305	7
PMAA_083590	2212	7
PMAA_090230	144	1
PMAA_022840	3126	13
PMAA_097930	865	4
PMAA_024670	1433	5
PMAA_020770	1151	2
PMAA_064520	1643	5
PMAA_098940	836	6
PMAA_056970	908	3
PMAA_098410	1786	7
PMAA_006580	386	2
PMAA_094910	2022	9
PMAA_053180	1951	8
PMAA_013540	4291	8
PMAA_013010	212	1
PMAA_090580	1592	3
PMAA_006660	2129	8
PMAA_067250	1063	3
PMAA_099090	1014	3
PMAA_051960	526	1
PMAA_072650	1197	3
PMAA_075680	790	1
PMAA_001660	536	1
PMAA_084400	320	1
PMAA_053230	1689	9
PMAA_005100	721	2
PMAA_090020	756	3
PMAA_079840	839	2
PMAA_079510	1237	8
PMAA_093300	720	3
PMAA_099890	963	2
PMAA_021570	2259	7
PMAA_002150	664	1
PMAA_069950	1319	5
PMAA_049970	364	1
PMAA_091180	2723	13
PMAA_030720	3020	10
PMAA_070490	1057	3
PMAA_102160	976	7
PMAA_011880	747	3
PMAA_002610	1025	4
PMAA_031090	443	1
PMAA_023270	425	1
PMAA_027200	2834	7
PMAA_018830	2276	4
PMAA_006900	1249	6
PMAA_067620	553	2
PMAA_003160	683	1
PMAA_002400	456	2
PMAA_043300	4260	19
PMAA_038710	861	4
PMAA_035390	180	2
PMAA_091360	4471	15
PMAA_010700	136	1
PMAA_012610	1133	1
PMAA_085580	626	3
PMAA_078560	676	1
PMAA_050530	635	1
PMAA_031670	2307	4
PMAA_031890	242	5
PMAA_102700	791	1
PMAA_084980	593	3
PMAA_023170	2481	8
PMAA_024410	249	1
PMAA_004540	1003	6
PMAA_003640	665	3
PMAA_050760	937	4
PMAA_003990	1002	7
PMAA_059800	159	2
PMAA_047850	232	1
PMAA_077050	3901	11
PMAA_029940	690	3
PMAA_059240	347	1
PMAA_051580	187	3
PMAA_009490	2156	7
PMAA_073740	616	6
PMAA_073210	588	2
PMAA_010160	613	3
PMAA_087580	1352	5
PMAA_049060	1130	3
PMAA_040370	3573	10
PMAA_011560	132	2
PMAA_074970	609	3
PMAA_041610	241	1
PMAA_008700	8885	42
PMAA_048440	297	3
PMAA_035970	197	3
PMAA_017670	1124	5
PMAA_061700	557	1
PMAA_077220	4209	9
PMAA_063960	1528	9
PMAA_069570	462	6
PMAA_039040	429	1
PMAA_011780	991	5
PMAA_063630	938	2
PMAA_068620	1211	3
PMAA_018690	1849	6
PMAA_062610	2032	3
PMAA_052460	370	2
PMAA_037020	4448	16
PMAA_032010	91	2
PMAA_077440	1108	4
PMAA_054600	308	1
PMAA_066280	567	3
PMAA_010780	532	3
PMAA_100860	1855	5
PMAA_086050	765	7
PMAA_089720	240	1
PMAA_078360	233	2
PMAA_083410	1030	3
PMAA_022320	2017	7
PMAA_049570	1021	3
PMAA_081580	966	3
PMAA_084560	760	1
PMAA_059120	138	1
PMAA_042350	1032	8
PMAA_052600	519	2
PMAA_082970	966	4
PMAA_079870	933	1
PMAA_006620	593	2
PMAA_016780	329	2
PMAA_092510	2397	5
PMAA_046510	2304	4
PMAA_097740	1442	4
PMAA_069390	705	3
PMAA_086580	380	2
PMAA_008960	2817	10
PMAA_014700	892	3
PMAA_086270	1162	7
PMAA_017920	1199	6
PMAA_010380	1617	10
PMAA_008420	2646	6
PMAA_047200	577	1
PMAA_024080	199	1
PMAA_084690	366	4
PMAA_045630	597	1
PMAA_062940	1234	7
PMAA_019560	926	9
PMAA_016250	394	1
PMAA_100280	1362	7
PMAA_017340	730	1
PMAA_016700	690	6
PMAA_064720	862	1
PMAA_011920	527	2
PMAA_026790	5601	15
PMAA_007290	1299	2
PMAA_060610	480	4
PMAA_075730	710	3
PMAA_034940	1652	4
PMAA_079670	1149	4
PMAA_067390	698	7
PMAA_100130	453	2
PMAA_021360	336	1
PMAA_002360	517	2
PMAA_024790	439	5
PMAA_002790	6885	23
PMAA_064620	221	1
PMAA_069310	1258	6
PMAA_036810	290	3
PMAA_089940	977	3
PMAA_085610	756	3
PMAA_037510	665	6
PMAA_037130	376	1
PMAA_094210	372	1
PMAA_098770	513	4
PMAA_050970	418	1
PMAA_088090	1011	7
PMAA_001580	563	5
PMAA_099420	2781	11
PMAA_099130	941	7
PMAA_085770	370	3
PMAA_012550	559	3
PMAA_085800	658	1
PMAA_094070	445	2
PMAA_020890	1048	11
PMAA_071510	2046	12
PMAA_031080	893	3
PMAA_013970	781	2
PMAA_057720	1235	5
PMAA_040580	1178	9
PMAA_025770	407	1
PMAA_017310	911	3
PMAA_102010	743	9
PMAA_001120	1394	1
PMAA_001430	437	1
PMAA_066440	798	3
PMAA_066910	379	1
PMAA_073910	799	1
PMAA_017480	694	5
PMAA_055080	769	2
PMAA_063390	2373	6
PMAA_009870	502	1
PMAA_054570	642	2
PMAA_061430	552	1
PMAA_065930	404	3
PMAA_072350	504	5
PMAA_035700	1550	4
PMAA_066700	659	1
PMAA_020230	584	4
PMAA_039670	881	3
PMAA_020540	1726	4
PMAA_086870	1643	4
PMAA_013200	910	2
PMAA_096510	705	6
PMAA_031460	199	3
PMAA_037850	1327	2
PMAA_095300	1353	2
PMAA_057230	1554	8
PMAA_022980	1024	3
PMAA_059490	519	6
PMAA_090820	936	3
PMAA_091420	977	2
PMAA_035560	1682	3
PMAA_054450	1417	6
PMAA_092680	692	6
PMAA_009290	211	1
PMAA_014660	3865	10
PMAA_024120	2860	5
PMAA_005730	1028	7
PMAA_028420	558	3
PMAA_075080	4074	5
PMAA_083610	1390	4
PMAA_083340	2732	11
PMAA_016800	891	5
PMAA_062370	7114	41
PMAA_049270	524	2
PMAA_023720	232	1
PMAA_096570	546	1
PMAA_020420	395	2
PMAA_051390	136	1
PMAA_048580	2952	8
PMAA_073000	644	3
PMAA_002960	549	3
PMAA_069140	364	1
PMAA_069490	684	5
PMAA_031280	412	1
PMAA_069820	155	1
PMAA_070260	2293	2
PMAA_076630	527	5
PMAA_078000	429	2
PMAA_093480	192	2
PMAA_062110	228	1
PMAA_037700	265	1
PMAA_075980	4882	12
PMAA_033020	1207	2
PMAA_061130	675	6
PMAA_100450	709	5
PMAA_069720	320	1
PMAA_023840	311	1
PMAA_083960	1695	2
PMAA_060840	1676	12
PMAA_076980	1119	4
PMAA_093150	3994	17
PMAA_004060	552	4
PMAA_052850	398	4
PMAA_059630	1940	9
PMAA_048050	659	1
PMAA_027690	1002	6
PMAA_059140	911	3
PMAA_029070	467	4
PMAA_033280	933	4
PMAA_036360	137	1
PMAA_026650	579	1
PMAA_102770	1125	2
PMAA_026300	381	1
PMAA_091880	4071	8
PMAA_055490	607	1
PMAA_036910	1539	4
PMAA_018570	681	1
PMAA_043210	3610	5
PMAA_011040	1830	6
PMAA_093030	1033	5
PMAA_081910	119	1
PMAA_022790	1004	2
PMAA_081260	1462	9
PMAA_032480	426	6
PMAA_047050	2912	11
PMAA_077850	1630	5
PMAA_077580	1213	2
PMAA_019950	178	3
PMAA_048630	1797	8
PMAA_012780	562	10
PMAA_007600	1893	7
PMAA_060260	1095	3
PMAA_025100	4288	13
PMAA_012960	364	2
PMAA_022430	463	1
PMAA_034880	449	2
PMAA_094680	2306	7
PMAA_068450	2339	12
PMAA_088390	3095	21
PMAA_074170	1327	5
PMAA_032730	941	7
PMAA_067890	526	4
PMAA_001950	603	6
PMAA_097480	1065	6
PMAA_022410	596	1
PMAA_051110	239	1
PMAA_020680	132	2
PMAA_100680	820	1
PMAA_034080	404	1
PMAA_007460	1085	6
PMAA_025300	1469	5
PMAA_034770	700	1
PMAA_071180	225	1
PMAA_088170	932	3
PMAA_013780	1897	7
PMAA_090210	1814	4
PMAA_065720	3208	6
PMAA_084730	1255	3
PMAA_042160	402	4
PMAA_099300	628	3
PMAA_010590	862	2
PMAA_024650	207	1
PMAA_046890	229	1
PMAA_097260	1577	2
PMAA_024060	796	2
PMAA_029350	1895	8
PMAA_020930	246	3
PMAA_024840	526	3
PMAA_053430	780	3
PMAA_098430	1518	5
PMAA_044830	2501	8
PMAA_013560	1575	7
PMAA_057530	3163	5
PMAA_041430	146	1
PMAA_072980	1872	9
PMAA_067270	467	6
PMAA_051940	1205	6
PMAA_072630	226	1
PMAA_046090	1603	4
PMAA_000600	1312	3
PMAA_009460	416	2
PMAA_005120	610	2
PMAA_056620	668	2
PMAA_000950	1209	8
PMAA_071720	2549	10
PMAA_014680	661	3
PMAA_083420	1030	3
PMAA_079530	1052	3
PMAA_042570	1301	3
PMAA_072180	182	3
PMAA_036240	486	1
PMAA_022890	741	3
PMAA_049700	553	3
PMAA_038080	5263	15
PMAA_030700	557	3
PMAA_030250	2104	8
PMAA_069930	206	1
PMAA_101410	439	1
PMAA_045660	2476	10
PMAA_058290	673	8
PMAA_031070	893	3
PMAA_009600	818	4
PMAA_102140	2351	10
PMAA_027220	3775	12
PMAA_058560	7669	17
PMAA_080150	774	1
PMAA_067640	558	4
PMAA_057390	771	2
PMAA_080730	1451	12
PMAA_091300	829	5
PMAA_080080	1921	7
PMAA_073580	576	2
PMAA_058150	631	4
PMAA_031610	829	5
PMAA_023130	3849	13
PMAA_016770	716	6
PMAA_041280	4597	12
PMAA_050700	1747	1
PMAA_059160	6782	22
PMAA_006530	824	3
PMAA_077070	5414	20
PMAA_059820	624	1
PMAA_041850	364	2
PMAA_016560	1105	5
PMAA_010140	400	2
PMAA_073760	1416	6
PMAA_080880	4000	16
PMAA_080550	527	2
PMAA_094560	314	3
PMAA_078220	594	4
PMAA_011230	4224	1
PMAA_049040	2866	9
PMAA_018360	439	2
PMAA_004380	2818	12
PMAA_071140	383	3
PMAA_065120	910	4
PMAA_074910	3049	9
PMAA_032250	1163	5
PMAA_047910	6969	26
PMAA_043010	1101	4
PMAA_082480	721	2
PMAA_061720	920	2
PMAA_066110	7981	19
PMAA_035910	764	3
PMAA_092140	1918	6
PMAA_063980	488	2
PMAA_069550	1087	5
PMAA_039020	3967	19
PMAA_025880	1928	6
PMAA_096300	2744	17
PMAA_022490	1177	6
PMAA_062630	2553	6
PMAA_068600	762	4
PMAA_014650	425	2
PMAA_032030	822	2
PMAA_052440	513	3
PMAA_037040	841	1
PMAA_077460	314	1
PMAA_019890	184	1
PMAA_040930	510	1
PMAA_054660	1305	6
PMAA_061580	561	2
PMAA_100840	1361	2
PMAA_078580	693	4
PMAA_004400	816	2
PMAA_044240	1751	5
PMAA_089700	644	1
PMAA_010450	207	2
PMAA_055820	116	1
PMAA_047920	1060	1
PMAA_055390	328	2
PMAA_023150	766	6
PMAA_082950	1229	5
PMAA_087700	1403	8
PMAA_084500	132	2
PMAA_052620	753	3
PMAA_019090	436	2
PMAA_042370	322	1
PMAA_078050	1992	5
PMAA_097010	845	5
PMAA_078720	298	1
PMAA_064290	3134	10
PMAA_086250	10000	50
PMAA_060450	140	2
PMAA_008400	731	1
PMAA_060980	2249	12
PMAA_008150	1148	3
PMAA_044790	225	2
PMAA_014340	1218	8
PMAA_008640	925	1
PMAA_079920	230	1
PMAA_047260	850	3
PMAA_019230	904	3
PMAA_016270	1262	4
PMAA_062960	3399	12
PMAA_019540	3795	11
PMAA_042080	138	1
PMAA_038860	440	3
PMAA_033610	870	5
PMAA_046790	1420	6
PMAA_070110	781	5
PMAA_091940	2424	10
PMAA_064740	2793	9
PMAA_003660	644	1
PMAA_084250	1215	4
PMAA_055530	339	1
PMAA_006540	824	3
PMAA_034960	1219	4
PMAA_060670	538	4
PMAA_025260	222	2
PMAA_021300	1016	2
PMAA_064600	444	2
PMAA_087850	503	2
PMAA_100150	860	8
PMAA_089960	844	7
PMAA_026510	919	4
PMAA_036830	921	4
PMAA_043500	10000	32
PMAA_085630	7609	25
PMAA_093950	382	3
PMAA_050950	1249	3
PMAA_083390	450	1
PMAA_072540	526	1
PMAA_025790	3157	7
PMAA_081700	3324	13
PMAA_022160	520	2
PMAA_008860	221	1
PMAA_012570	354	2
PMAA_094090	466	4
PMAA_002410	431	1
PMAA_034340	1277	7
PMAA_071530	1210	9
PMAA_003120	918	1
PMAA_001410	1176	9
PMAA_001140	1875	6
PMAA_006460	831	7
PMAA_041740	506	2
PMAA_038370	254	2
PMAA_094890	680	4
PMAA_066930	266	5
PMAA_073970	1957	4
PMAA_063370	824	2
PMAA_009850	3498	18
PMAA_088610	217	1
PMAA_037540	239	1
PMAA_099110	266	1
PMAA_035110	424	3
PMAA_099440	1133	3
PMAA_101600	1401	10
PMAA_030060	814	3
PMAA_035760	219	2
PMAA_101350	692	1
PMAA_026970	901	3
PMAA_020210	594	3
PMAA_039610	982	7
PMAA_028050	293	4
PMAA_096820	5785	14
PMAA_031440	497	2
PMAA_086810	2293	16
PMAA_102550	3454	8
PMAA_084080	1545	6
PMAA_013220	2002	8
PMAA_037870	1095	4
PMAA_058700	544	4
PMAA_090790	4830	17
PMAA_095320	1083	1
PMAA_088150	599	1
PMAA_057250	514	1
PMAA_057700	2106	12
PMAA_035580	623	2
PMAA_054470	3267	11
PMAA_051620	1201	5
PMAA_040220	485	2
PMAA_091440	533	4
PMAA_080940	1373	9
PMAA_073390	762	3
PMAA_010080	765	1
PMAA_096790	666	4
PMAA_084880	866	1
PMAA_016860	695	2
PMAA_062350	1932	6
PMAA_072370	895	2
PMAA_078910	1531	7
PMAA_006780	792	3
PMAA_006830	702	3
PMAA_002940	849	3
PMAA_010880	3856	14
PMAA_010330	2251	6
PMAA_069120	2747	10
PMAA_102800	1314	6
PMAA_031910	467	3
PMAA_066270	215	1
PMAA_009140	520	5
PMAA_036580	182	1
PMAA_076610	295	4
PMAA_027070	745	2
PMAA_067450	640	5
PMAA_032930	278	2
PMAA_037720	1010	2
PMAA_038520	779	1
PMAA_087280	1464	4
PMAA_064190	401	2
PMAA_023820	730	3
PMAA_089390	911	3
PMAA_003240	533	3
PMAA_060860	114	1
PMAA_006150	212	2
PMAA_093170	353	1
PMAA_083940	1358	5
PMAA_025750	553	1
PMAA_038010	205	1
PMAA_040790	835	2
PMAA_071880	2780	10
PMAA_082010	2048	4
PMAA_059610	501	1
PMAA_017730	4793	15
PMAA_048030	4826	8
PMAA_012010	424	4
PMAA_086620	643	2
PMAA_015770	2012	4
PMAA_018550	1396	5
PMAA_025450	199	1
PMAA_081930	2600	8
PMAA_068290	502	2
PMAA_083170	414	1
PMAA_037180	660	3
PMAA_065350	1163	2
PMAA_077870	463	2
PMAA_100610	3813	1
PMAA_028030	1084	5
PMAA_019930	101	2
PMAA_061440	1010	7
PMAA_029110	231	2
PMAA_061110	2852	12
PMAA_100430	968	5
PMAA_012900	1761	8
PMAA_008360	471	2
PMAA_039850	2522	13
PMAA_007660	541	3
PMAA_022480	1101	1
PMAA_088370	911	4
PMAA_074110	1919	6
PMAA_001970	2855	10
PMAA_037530	239	1
PMAA_100380	830	2
PMAA_097460	1753	7
PMAA_092490	175	1
PMAA_038980	468	2
PMAA_007480	878	2
PMAA_098630	478	2
PMAA_095160	409	2
PMAA_039580	832	1
PMAA_034750	966	8
PMAA_013760	571	4
PMAA_025320	126	2
PMAA_088110	2098	4
PMAA_052160	201	1
PMAA_065740	811	3
PMAA_099320	842	3
PMAA_046300	4407	18
PMAA_084870	866	1
PMAA_055470	1750	2
PMAA_097200	217	2
PMAA_056420	336	2
PMAA_017240	757	3
PMAA_056390	7737	32
PMAA_098980	1192	5
PMAA_056930	973	7
PMAA_098450	583	2
PMAA_002760	772	2
PMAA_079730	540	2
PMAA_079080	995	3
PMAA_072610	833	2
PMAA_003090	163	3
PMAA_067210	716	4
PMAA_033400	2941	9
PMAA_040250	5389	18
PMAA_001620	1107	5
PMAA_051520	1629	15
PMAA_057320	1409	1
PMAA_071700	153	2
PMAA_000970	2437	13
PMAA_099850	1436	5
PMAA_042550	1436	6
PMAA_099580	970	11
PMAA_079880	933	1
PMAA_079550	1740	6
PMAA_038060	2080	7
PMAA_023680	787	1
PMAA_002190	780	8
PMAA_101160	1818	13
PMAA_069910	164	1
PMAA_020910	645	4
PMAA_031580	1613	6
PMAA_087470	1468	7
PMAA_090630	447	2
PMAA_027240	2691	10
PMAA_041140	1180	9
PMAA_067660	439	2
PMAA_058190	130	1
PMAA_053640	1745	2
PMAA_001080	1394	4
PMAA_029630	189	1
PMAA_054860	516	1
PMAA_005470	3556	16
PMAA_091320	2445	13
PMAA_030180	253	2
PMAA_073560	583	5
PMAA_001030	1977	5
PMAA_043790	787	4
PMAA_009440	1274	3
PMAA_058130	800	1
PMAA_093780	421	2
PMAA_050720	5643	6
PMAA_096320	244	1
PMAA_047890	4341	15
PMAA_059840	1270	7
PMAA_045020	2975	10
PMAA_077010	1256	11
PMAA_029980	478	1
PMAA_030980	133	1
PMAA_080570	702	2
PMAA_020660	7201	20
PMAA_016710	351	1
PMAA_073700	2337	7
PMAA_096490	482	3
PMAA_031050	521	1
PMAA_085510	1562	3
PMAA_049020	425	2
PMAA_004900	239	2
PMAA_003480	1265	6
PMAA_032230	275	4
PMAA_101830	1001	7
PMAA_035240	355	1
PMAA_015460	3025	13
PMAA_041680	2235	1
PMAA_054390	276	1
PMAA_066130	515	1
PMAA_039000	2592	12
PMAA_092160	1223	1
PMAA_028850	2101	8
PMAA_087030	10000	27
PMAA_096670	153	1
PMAA_031630	539	3
PMAA_032580	314	2
PMAA_034100	697	2
PMAA_062650	755	3
PMAA_087490	1539	2
PMAA_052420	367	2
PMAA_051450	1244	1
PMAA_075880	243	2
PMAA_054640	863	2
PMAA_016670	365	2
PMAA_033980	297	1
PMAA_000020	1377	4
PMAA_086010	476	2
PMAA_089760	1100	1
PMAA_022110	5711	23
PMAA_044260	1007	3
PMAA_011210	784	4
PMAA_018300	263	1
PMAA_006730	1586	10
PMAA_003750	127	1
PMAA_047790	343	4
PMAA_084520	184	1
PMAA_043170	782	3
PMAA_048770	1490	9
PMAA_087720	1041	6
PMAA_042310	1384	4
PMAA_094390	2152	15
PMAA_092550	239	2
PMAA_078700	620	4
PMAA_033180	505	2
PMAA_069220	630	2
PMAA_014360	2089	7
PMAA_003320	151	1
PMAA_076860	9953	41
PMAA_037260	652	3
PMAA_008170	1445	8
PMAA_068660	1328	3
PMAA_019210	328	1
PMAA_016290	1794	7
PMAA_061300	1744	6
PMAA_062900	917	1
PMAA_009210	175	2
PMAA_070130	272	3
PMAA_089180	401	5
PMAA_064760	1353	7
PMAA_091920	593	1
PMAA_091140	2440	9
PMAA_085380	202	1
PMAA_060650	488	4
PMAA_008280	1826	8
PMAA_081540	424	1
PMAA_024800	1769	4
PMAA_022360	383	1
PMAA_021320	1502	5
PMAA_024750	197	3
PMAA_097690	376	2
PMAA_021980	276	1
PMAA_100170	522	2
PMAA_090150	1266	5
PMAA_089980	239	1
PMAA_093970	4435	33
PMAA_093200	312	1
PMAA_085650	259	2
PMAA_043400	789	2
PMAA_068080	1055	1
PMAA_025200	674	2
PMAA_022180	419	3
PMAA_027110	1757	7
PMAA_081090	875	3
PMAA_028140	1827	3
PMAA_081760	608	3
PMAA_047240	424	1
PMAA_040810	140	1
PMAA_076140	341	1
PMAA_046110	400	2
PMAA_012590	865	3
PMAA_007340	654	3
PMAA_085730	1854	8
PMAA_011860	320	2
PMAA_034320	833	3
PMAA_088580	3225	11
PMAA_003100	564	4
PMAA_063230	2494	8
PMAA_071550	622	7
PMAA_065680	589	1
PMAA_077240	3146	8
PMAA_064880	3407	13
PMAA_004220	641	3
PMAA_020050	3392	13
PMAA_073950	864	3
PMAA_035420	1269	3
PMAA_066480	610	8
PMAA_080380	339	3
PMAA_098840	520	4
PMAA_056890	430	6
PMAA_063350	506	2
PMAA_024270	655	5
PMAA_088630	699	2
PMAA_005880	1167	7
PMAA_002370	3272	13
PMAA_090400	764	6
PMAA_099460	374	1
PMAA_095690	1090	3
PMAA_041760	2479	7
PMAA_065970	996	2
PMAA_102460	8348	40
PMAA_030510	380	2
PMAA_030040	756	5
PMAA_101620	821	5
PMAA_035740	1184	3
PMAA_068060	236	2
PMAA_092310	467	4
PMAA_053600	1101	5
PMAA_020270	558	2
PMAA_039630	76	1
PMAA_022800	706	3
PMAA_096800	1248	9
PMAA_086830	1233	7
PMAA_037890	1440	5
PMAA_058720	1399	16
PMAA_084060	375	1
PMAA_013240	1800	1
PMAA_042940	2068	3
PMAA_050550	232	1
PMAA_075070	373	2
PMAA_080960	369	2
PMAA_051600	1711	5
PMAA_026810	303	1
PMAA_070730	208	1
PMAA_025980	2251	4
PMAA_005260	465	1
PMAA_014620	410	2
PMAA_049230	485	2
PMAA_058580	1193	1
PMAA_027580	1097	4
PMAA_035070	2496	15
PMAA_016840	838	2
PMAA_026440	1148	6
PMAA_069100	553	4
PMAA_069450	1090	3
PMAA_073040	816	1
PMAA_063820	1180	4
PMAA_009160	6625	16
PMAA_102820	732	6
PMAA_026190	221	1
PMAA_052120	268	1
PMAA_033930	215	1
PMAA_036520	387	1
PMAA_031930	1599	5
PMAA_014190	1344	2
PMAA_027050	772	3
PMAA_027720	944	2
PMAA_076670	1773	7
PMAA_062480	633	2
PMAA_057850	518	4
PMAA_032910	1462	2
PMAA_087260	106	1
PMAA_059980	2178	10
PMAA_038540	1989	5
PMAA_029840	441	1
PMAA_089370	916	4
PMAA_101510	151	3
PMAA_096110	1172	4
PMAA_036070	665	4
PMAA_055720	360	2
PMAA_093190	312	1
PMAA_083920	586	2
PMAA_049490	391	3
PMAA_040770	136	2
PMAA_048540	686	5
PMAA_048010	269	1
PMAA_078930	518	1
PMAA_017710	464	1
PMAA_061680	824	2
PMAA_051240	1745	6
PMAA_100950	509	3
PMAA_018530	8353	22
PMAA_011000	741	3
PMAA_081950	434	4
PMAA_065370	654	2
PMAA_003680	1216	2
PMAA_019910	138	1
PMAA_077810	1803	4
PMAA_100410	231	1
PMAA_066300	555	7
PMAA_053450	1163	1
PMAA_007130	636	2
PMAA_008340	1384	9
PMAA_007640	8536	31
PMAA_060220	232	1
PMAA_036940	537	3
PMAA_015610	2801	11
PMAA_020950	1396	6
PMAA_028530	591	4
PMAA_088350	772	3
PMAA_074130	250	3
PMAA_059060	540	2
PMAA_037300	1318	4
PMAA_052980	313	2
PMAA_032770	2205	7
PMAA_087120	1117	4
PMAA_032950	1678	6
PMAA_034040	711	4
PMAA_092960	1757	6
PMAA_097190	757	2
PMAA_086600	1489	3
PMAA_086350	740	1
PMAA_025530	240	1
PMAA_098610	349	3
PMAA_081370	1028	5
PMAA_013740	296	2
PMAA_022640	331	1
PMAA_025340	180	3
PMAA_052180	3124	23
PMAA_019660	1047	1
PMAA_035680	640	2
PMAA_042120	207	2
PMAA_072800	1415	6
PMAA_097220	1058	2
PMAA_046320	4575	7
PMAA_097990	165	2
PMAA_012920	477	3
PMAA_070090	1576	5
PMAA_083210	3997	12
PMAA_023610	568	1
PMAA_095060	984	2
PMAA_044870	296	2
PMAA_006050	777	4
PMAA_006440	215	1
PMAA_095590	1839	6
PMAA_076070	616	1
PMAA_067230	770	5
PMAA_051980	1614	8
PMAA_067940	1144	4
PMAA_075660	2905	5
PMAA_045500	417	2
PMAA_033420	1175	2
PMAA_016100	187	2
PMAA_070890	268	2
PMAA_079570	2380	7
PMAA_099870	409	1
PMAA_076380	1522	4
PMAA_016160	633	5
PMAA_021040	1148	7
PMAA_038040	3917	14
PMAA_021510	597	2
PMAA_064410	772	1
PMAA_012430	1981	6
PMAA_030210	2207	6
PMAA_094750	1690	10
PMAA_098470	1807	5
PMAA_053160	236	2
PMAA_075850	380	2
PMAA_027260	1012	7
PMAA_099700	260	1
PMAA_002480	931	5
PMAA_090610	567	3
PMAA_074770	1338	7
PMAA_015800	258	2
PMAA_049940	455	4
PMAA_049900	443	6
PMAA_077380	1229	6
PMAA_029610	148	1
PMAA_091690	3480	14
PMAA_066540	371	6
PMAA_073540	1680	5
PMAA_075460	1840	8
PMAA_054800	734	4
PMAA_080770	668	3
PMAA_053290	1002	3
PMAA_056660	839	3
PMAA_000910	6103	37
PMAA_032560	2968	12
PMAA_072230	5348	12
PMAA_003930	2359	15
PMAA_057130	2138	11
PMAA_082730	1598	6
PMAA_035480	601	1
PMAA_045000	2408	4
PMAA_077030	520	1
PMAA_050500	758	2
PMAA_080590	1089	3
PMAA_039790	2216	4
PMAA_020640	962	4
PMAA_073720	440	3
PMAA_004570	570	4
PMAA_102100	1161	6
PMAA_009390	978	1
PMAA_040360	1027	5
PMAA_015530	2268	15
PMAA_031030	887	3
PMAA_041600	241	1
PMAA_004920	770	1
PMAA_023560	3325	10
PMAA_065160	834	4
PMAA_101810	1509	2
